"row ID","B01","B02","B03","B04","B05","B06","B07","B08","B8A","B11","B12","ALBEDO","IBI","NDBI","NDVI","NDWI","LANDCOVER"
"144260",1630,1818,2194,2536,3157,3773,4228,4420,4702,5176,3735,0.3324199020862579,0.3683353662490845,0.0787828266620636,0.2708453238010406,-0.3365588188171386,"40"
"74291",1347,1650,1986,1689,1889,1697,1944,1692,1968,2498,1870,0.1818667650222778,0.5313571691513062,0.1923627704381942,0.0008873114711605,0.0799347460269928,"30"
"11859",1289,1294,1550,1260,1950,5387,6516,6604,6778,3322,2005,0.3396027982234955,0.0808425471186637,-0.3306467831134796,0.6795523762702942,-0.6198185086250305,"40"
"296106",1358,1506,1844,1869,2279,3973,4684,4804,5041,3766,2472,0.3028873801231384,0.2530032694339752,-0.1211201846599578,0.4398321509361267,-0.4452466964721679,"30"
"168361",1663,1824,2158,2238,2952,3773,4102,3922,4451,4301,3243,0.2985062301158905,0.3686422705650329,0.0460902340710163,0.2733766138553619,-0.2901315689086914,"40"
"280642",1857,2360,2544,2750,2770,3264,3513,3216,3726,3557,2996,0.2898130118846893,0.4626601338386535,0.0503469668328762,0.078109286725521,-0.116666667163372,"50"
"243864",1588,1678,1889,1894,2162,3602,4222,3856,4545,3372,2577,0.2710862755775451,0.3166481852531433,-0.0669618174433708,0.3412173986434936,-0.3423846960067749,"10"
"15156",1756,2166,2638,3106,3388,3557,3739,3707,3872,4845,4213,0.3281392455101013,0.4638568758964538,0.1330682933330536,0.088213711977005,-0.1684791147708892,"40"
"272655",1414,1559,2016,1654,2555,5478,6270,6296,6369,3029,2015,0.3436464369297027,0.1397483646869659,-0.3503485321998596,0.5838993787765503,-0.5149182081222534,"40"
"74912",1802,2180,2622,3268,3565,3705,3898,4042,4262,5245,4202,0.3468967378139496,0.4513840973377228,0.1295359134674072,0.105882354080677,-0.2130852341651916,"40"
"201245",2181,1670,1958,1946,2405,4202,4629,4660,5003,3903,2837,0.3071399927139282,0.2768966257572174,-0.0884035974740982,0.410838633775711,-0.408280462026596,"30"
"140416",1500,1620,2136,1912,2851,5225,5567,5532,5958,3353,2223,0.3289581835269928,0.2123680412769317,-0.2452448010444641,0.4862976968288421,-0.4428794980049133,"40"
"136920",2094,2406,2632,2804,3339,3254,3283,3194,3454,3871,3570,0.2976546585559845,0.4761514365673065,0.0958244875073432,0.0650216713547706,-0.0964641273021698,"50"
"18028",1542,1844,2212,2502,3111,3562,3849,3984,4259,4664,3489,0.3109767138957977,0.3901980519294739,0.0786308944225311,0.2284921407699585,-0.2859909534454345,"40"
"41612",2330,1785,2042,2116,2740,3137,3325,3344,3476,3564,3124,0.2654943168163299,0.3901540637016296,0.031847134232521,0.2249084264039993,-0.2417378425598144,"50"
"314741",1910,2198,2598,3290,3679,4178,4447,4616,4904,5319,3915,0.366863340139389,0.4110674560070038,0.0707599371671676,0.1677207201719284,-0.2797338366508484,"40"
"75154",1559,1702,2026,2032,2740,3836,4177,4408,4467,4191,3305,0.3063989579677582,0.3103963434696197,-0.0252354927361011,0.3689441084861755,-0.3702206909656524,"50"
"316555",1377,1451,1832,1578,2259,3779,4218,4396,4557,3103,2120,0.2740271389484405,0.2392916083335876,-0.1724229902029037,0.471710741519928,-0.4116891324520111,"40"
"177368",1499,1376,1567,1450,2150,4560,5440,5416,5721,3133,2036,0.3019592761993408,0.1496040970087051,-0.2670487761497497,0.5776289105415344,-0.5511957406997681,"40"
"216027",1542,1423,1612,1528,2188,3620,4088,4103,4345,3409,2634,0.2651926577091217,0.2554632425308227,-0.0923855155706405,0.4572899937629699,-0.4358705282211303,"40"
"61228",1694,1910,2062,2620,3001,3240,3408,3620,3595,4386,4082,0.2987882792949676,0.4185913801193237,0.0956782400608062,0.160256415605545,-0.2741992175579071,"50"
"127060",1365,1389,1588,1454,2230,4989,5753,5860,6071,3039,1943,0.3163336515426636,0.1231242790818214,-0.3170019090175628,0.6024063229560852,-0.573576807975769,"40"
"146670",1316,1283,1468,1346,1627,3490,4866,4864,5030,2633,1754,0.2713273465633392,0.1503138542175293,-0.2975856959819793,0.5665056109428406,-0.5363234281539917,"40"
"125305",2782,2236,2514,2760,3090,3172,3242,3045,3269,3559,3158,0.2815175950527191,0.4797037541866302,0.0778316184878349,0.0490956082940101,-0.0955207794904708,"50"
"192503",1770,2124,2602,3162,3670,4021,4251,4336,4628,5728,4378,0.3600051701068878,0.4299685955047607,0.1383147835731506,0.1565750837326049,-0.2499279379844665,"40"
"125321",1815,2720,2934,3142,3214,3613,3567,3480,3767,4058,3253,0.3247084021568298,0.4801509976387024,0.0766781643033027,0.0510419830679893,-0.0851262882351875,"50"
"337648",1661,1767,2128,2488,3172,3885,4286,4300,4668,5080,3788,0.3246489465236664,0.3702616393566131,0.0831556469202041,0.2669416666030884,-0.3378967046737671,"40"
"115618",1675,1957,2328,2970,3288,3512,3773,3940,4182,5609,4285,0.3345761895179748,0.4405205547809601,0.1747826933860778,0.1403762698173523,-0.257179319858551,"30"
"66560",1312,1522,1960,1807,2365,4170,4640,4532,4963,3291,2198,0.2879306077957153,0.258963942527771,-0.1586347967386245,0.4298785328865051,-0.3961799144744873,"40"
"319238",1305,1270,1462,1311,1682,3567,4972,5176,5288,2763,1848,0.2829078137874603,0.1327119320631027,-0.3039425611495971,0.5958070158958435,-0.5595058798789978,"40"
"87398",1687,2138,2656,3406,3799,4101,4366,4604,4887,5495,4241,0.3707963824272156,0.4219983220100403,0.0882265567779541,0.1495630443096161,-0.2683195471763611,"40"
"101423",1778,2042,2560,3320,3748,3907,4134,4320,4531,5683,4417,0.3591718971729278,0.4380030632019043,0.1362591236829757,0.1308900564908981,-0.2558139562606811,"40"
"139710",2811,3330,3610,3818,3817,3699,3699,3742,3623,4698,4645,0.3786653578281402,0.5153886079788208,0.1132701411843299,-0.0100529100745916,-0.017954297363758,"50"
"233767",1278,1360,1548,1434,1763,3503,4513,4508,4792,2926,2001,0.267543613910675,0.1979670375585556,-0.2128060311079025,0.5173342227935791,-0.4887714684009552,"40"
"230618",2761,3166,3470,3792,3724,3617,3595,3824,3681,4068,3786,0.3653372824192047,0.4962247610092163,0.0309173855930566,0.0042016808874905,-0.0485330410301685,"50"
"226839",1528,1702,1897,2100,2360,3048,3401,2880,3616,3627,2939,0.2458265274763107,0.4320583343505859,0.1147994473576545,0.1566265076398849,-0.2057776898145675,"10"
"288156",1273,1261,1442,1259,1698,3536,4279,4340,4548,2727,1786,0.2524418234825134,0.1809527575969696,-0.2282439470291137,0.5502768158912659,-0.501210629940033,"10"
"329444",1345,1275,1478,1280,1794,4369,5604,5721,5821,2944,1929,0.3037453591823578,0.1073689833283424,-0.3204846978187561,0.6343379616737366,-0.5893874168395996,"40"
"277906",1856,2098,2454,2562,3525,4524,4850,4560,5090,4882,3788,0.3439104259014129,0.3625629544258117,0.0341029427945613,0.2805391848087311,-0.3002566397190094,"30"
"184053",1320,1398,1565,1470,2171,4541,5410,5320,5723,3163,1998,0.2996899485588074,0.157629445195198,-0.2542732656002044,0.5670102834701538,-0.5453885197639465,"40"
"182972",1731,1704,1941,1932,2680,3372,3528,3407,3893,3798,3297,0.2649914026260376,0.3714863657951355,0.05426786839962,0.2762689590454101,-0.2741211652755737,"50"
"228392",1572,1559,1822,1750,2564,3648,4077,4520,4306,4013,3042,0.2970567941665649,0.2695120573043823,-0.0594163835048675,0.4417862892150879,-0.4254178404808044,"30"
"236900",1351,1396,1611,1485,2197,3892,4537,4648,4771,3385,2461,0.2816492021083832,0.2118269950151443,-0.1572264432907104,0.5157345533370972,-0.485221266746521,"30"
"336643",1690,1894,2260,2730,3238,3477,3701,3798,4048,5078,4059,0.3167042136192322,0.4279228448867798,0.1442091017961502,0.1636029481887817,-0.2538791596889496,"40"
"317261",1728,2004,2430,3104,3384,3568,3861,3930,4274,5608,4350,0.3388760685920715,0.4514219760894775,0.1759278625249862,0.1174296289682388,-0.2358490526676178,"40"
"1964",1260,1240,1486,1192,1795,5439,7435,7320,7682,3695,2272,0.3662507832050323,0.0537817366421222,-0.3290966749191284,0.719924807548523,-0.6625028252601624,"40"
"164931",1981,1785,2030,2048,2320,2769,3027,3302,3073,3099,2724,0.256048709154129,0.376969426870346,-0.0317137949168682,0.2343925237655639,-0.2385596334934234,"50"
"74837",1460,1636,1920,1978,2492,3757,4126,4276,4415,4209,2940,0.2972103059291839,0.3125277161598205,-0.0078962873667478,0.3674448430538177,-0.3802453279495239,"40"
"15284",1402,1816,2148,2186,3027,3780,4317,4488,4769,4796,3561,0.323589950799942,0.3325348198413849,0.0331753566861152,0.3449205756187439,-0.3526220619678497,"40"
"134670",1450,1496,2094,1590,2733,5679,6433,6456,6725,3098,2121,0.3488089740276336,0.13453109562397,-0.3514758348464966,0.6047725677490234,-0.5101754665374756,"40"
"137631",2731,3108,3180,3902,4815,4959,5398,4063,4972,4795,3237,0.3769858181476593,0.4877135157585144,0.0826371610164642,0.02021343447268,-0.121910810470581,"50"
"91875",1645,2150,2686,3498,3811,3896,4222,4584,4661,5698,4242,0.3745813369750976,0.4316494166851043,0.1083446815609932,0.1343726813793182,-0.2610729038715362,"30"
"114054",1694,1933,2294,2938,3331,3533,3828,4100,4308,5792,4376,0.34102463722229,0.4281136691570282,0.1710473150014877,0.1651037186384201,-0.2824522852897644,"30"
"180086",1512,1890,2318,2698,2963,3771,4269,4328,4625,4567,3225,0.3261395394802093,0.3776356875896454,0.0268690269440412,0.2319954484701156,-0.3024375438690185,"40"
"331599",1375,1472,1824,1968,2433,3206,3515,3798,3955,3597,2576,0.2674262523651123,0.3305931389331817,-0.027180528268218,0.3173777461051941,-0.3511205911636352,"40"
"325290",1803,2136,2588,3206,3638,3810,4017,4208,4416,5559,4514,0.3549048006534576,0.4390335381031036,0.1383229196071624,0.1351497173309326,-0.2383755147457122,"40"
"312050",1626,1840,2144,2372,2640,2934,3170,3266,3467,4542,3906,0.2834486961364746,0.4385089576244354,0.1634221374988556,0.1585668623447418,-0.2073937207460403,"50"
"313216",1699,1509,1782,1766,2332,3416,3914,4184,4218,4076,3186,0.2854237854480743,0.2948030829429626,-0.013075060211122,0.4063865542411804,-0.4026148319244385,"40"
"38924",1380,1370,1611,1492,2063,4060,4715,4732,5000,3558,2331,0.2856251001358032,0.212277740240097,-0.141616404056549,0.5205655694007874,-0.4920384585857391,"40"
"95098",1743,2176,2538,3040,2845,3126,3264,3336,3218,3855,3517,0.2994790971279144,0.4747875332832336,0.0721735507249832,0.0464240908622741,-0.1358529180288314,"50"
"320226",1571,1501,1800,1600,2169,4161,4803,4960,5063,3635,2513,0.3019352853298187,0.2177457809448242,-0.1541593968868255,0.5121951103210449,-0.4674556255340576,"40"
"13155",1485,1675,1980,2036,2376,3346,3810,4257,3837,3657,2634,0.291606068611145,0.3068647086620331,-0.0758150145411491,0.3529318273067474,-0.3650793731212616,"40"
"123682",1512,1485,1896,1622,2663,4425,5123,5908,5488,4356,3019,0.3456445038318634,0.1897399723529815,-0.1512081027030944,0.5691899061203003,-0.5140953063964844,"30"
"233563",1644,1796,2166,2148,2881,3428,3865,3978,3998,3718,2998,0.2908192276954651,0.3452996611595154,-0.0337837822735309,0.298726737499237,-0.294921875,"50"
"259520",1682,2070,2462,2582,3119,3746,4090,4316,4308,4672,3686,0.3325501978397369,0.3775496482849121,0.0396083667874336,0.2513772249221802,-0.2735320031642914,"40"
"239486",1668,1998,2392,2860,3296,3578,3801,4064,4116,5039,4036,0.331292450428009,0.4176987707614898,0.1071075499057769,0.1738879233598709,-0.2589838802814483,"40"
"169705",1498,1695,2088,2092,2127,2489,2643,3814,2841,3071,2152,0.2706523537635803,0.3351336419582367,-0.1079157590866088,0.2915678918361664,-0.2924432456493377,"30"
"334756",1752,1672,1936,2278,2391,3148,3460,3004,3538,3476,2836,0.2505509555339813,0.4310731887817383,0.072839505970478,0.1374479383230209,-0.2161943316459655,"50"
"285546",1557,2056,2384,2682,2958,3084,3120,3276,3331,4039,3473,0.2891790270805359,0.4570254683494568,0.1043062210083007,0.0996978878974914,-0.1575971692800521,"40"
"106592",1600,1952,2344,2788,3284,3847,4145,4344,4490,4930,3791,0.3359884321689605,0.3892397284507751,0.0631874054670333,0.218171626329422,-0.29904305934906,"40"
"33084",1607,2184,2586,3134,3503,3850,4209,4112,4553,5239,4011,0.3461107313632965,0.4377119243144989,0.1205218657851219,0.134971022605896,-0.2278292030096054,"40"
"40233",1317,1527,2102,1882,2714,4274,4691,4964,5150,3445,2282,0.3078259229660034,0.2460273951292038,-0.1806397885084152,0.4501898884773254,-0.4050382077693939,"40"
"256237",1378,1415,1658,1632,2157,3291,3653,3708,4144,3334,2268,0.2516041100025177,0.2962595224380493,-0.053109910339117,0.3887640535831451,-0.3820350468158722,"40"
"155812",1566,1538,1917,1830,2427,4002,4602,5144,4587,3866,3112,0.3188523054122925,0.2345576286315918,-0.1418423950672149,0.475193589925766,-0.4570174217224121,"40"
"158017",1276,1331,1545,1364,1687,3499,4789,4736,4975,2627,1739,0.269155204296112,0.1652972847223281,-0.286432147026062,0.5527868866920471,-0.5080401301383972,"40"
"37733",1950,2186,2610,3126,3496,3631,3877,3958,4142,5299,4140,0.3422026634216308,0.4505051672458648,0.1448633521795272,0.1174477711319923,-0.2052375078201294,"40"
"325163",1537,1803,2148,2194,2459,3467,3779,4083,4050,3854,2829,0.2960867881774902,0.3427931368350982,-0.0288522113114595,0.3009399473667145,-0.3105440437793731,"30"
"205546",1205,1189,1358,1218,1601,3403,4067,3958,4294,2403,1627,0.2317459881305694,0.1870689541101455,-0.2444584220647812,0.5293663144111633,-0.4890895485877991,"10"
"302038",1398,1731,2054,2090,2583,3741,4239,4177,4459,3987,2990,0.2969697713851928,0.3278617262840271,-0.023272905498743,0.3330141901969909,-0.3407157659530639,"30"
"51534",1173,1184,1375,1233,1519,3312,4467,4548,4667,2589,1791,0.2549695670604706,0.1536611318588256,-0.2744850814342499,0.5734301805496216,-0.5357082486152649,"40"
"6805",1468,1534,2015,1776,2525,4732,5353,5294,5398,4077,2832,0.3257713615894317,0.2318804711103439,-0.129868745803833,0.4975954592227936,-0.4486249685287475,"40"
"334173",1591,1332,1568,1474,2097,3187,3591,3922,3686,3117,2379,0.2512742578983307,0.2534400820732116,-0.1143628358840942,0.453669399023056,-0.4287796020507812,"10"
"24344",1701,2056,2512,3034,3397,3497,3706,3786,4011,5205,4216,0.3298783004283905,0.4553449153900146,0.1578244864940643,0.1102639287710189,-0.2022864371538162,"40"
"163228",1769,1518,1772,1730,2550,3556,3888,3898,4290,4096,2901,0.2744359374046325,0.3140296638011932,0.0247685760259628,0.3852167725563049,-0.3749559223651886,"30"
"90163",1431,1388,1811,1544,2392,4139,4580,4624,4885,3551,2309,0.2854763567447662,0.2335266023874282,-0.1312538236379623,0.4993515014648437,-0.4371406435966491,"30"
"99119",1604,1996,2418,3084,3437,3494,3719,3808,4131,5090,4055,0.3270054459571838,0.45258229970932,0.1440773159265518,0.1050493344664573,-0.223257303237915,"30"
"207603",1329,1277,1476,1342,1711,3649,4423,4868,4706,2743,1829,0.2729045152664184,0.1546192616224289,-0.2792011499404907,0.5677939057350159,-0.5346784591674805,"10"
"165960",1981,2142,2344,2418,2592,2944,3065,2902,3182,3543,3350,0.2674821317195892,0.4660214781761169,0.0994569435715675,0.0909774452447891,-0.106366753578186,"50"
"191626",2386,2826,3040,3290,3375,3485,3574,3542,3595,4997,4520,0.3481358885765075,0.4983835518360138,0.1703946590423584,0.0368852466344833,-0.0762686133384704,"50"
"109156",1653,1867,2074,2110,2512,3240,3582,3646,3619,3523,2866,0.2766211628913879,0.3623734712600708,-0.0171572044491767,0.2668519914150238,-0.2748251855373382,"50"
"217475",1312,1328,1525,1373,1704,3500,4680,4664,4863,2852,1904,0.2697115540504455,0.1780722737312317,-0.2410856783390045,0.5451382994651794,-0.5071901679039001,"40"
"100161",1347,1372,1680,1484,1929,4284,5398,5484,5715,3414,2251,0.310138076543808,0.1645995676517486,-0.2326365411281585,0.5740528106689453,-0.5309882760047913,"40"
"214632",1492,1812,2324,2498,3221,4603,4978,4984,5489,4278,3110,0.3399457633495331,0.313945323228836,-0.0762254372239112,0.332264095544815,-0.3639846742153168,"40"
"275051",1663,1922,2276,2836,3268,3485,3690,3736,4063,5270,4231,0.3199130296707153,0.4427889287471771,0.1703308969736099,0.1369446069002151,-0.2428476363420486,"40"
"172631",2399,1938,2196,2394,2710,3313,3637,3774,3730,3704,3074,0.291399747133255,0.3802962601184845,-0.0093607921153306,0.2237354069948196,-0.2643215954303741,"50"
"24336",1696,1995,2388,3004,3333,3310,3525,3640,3830,5123,4083,0.3200937509536743,0.4615680873394012,0.1692342758178711,0.0957254692912101,-0.2076974064111709,"40"
"274802",1739,2050,2388,2642,2764,3911,4421,3866,4595,4250,3180,0.3101019561290741,0.4062881469726562,0.0473139472305774,0.1880762130022049,-0.2363287508487701,"40"
"25173",1668,1966,2428,3132,3539,3750,4061,4228,4530,5319,3851,0.3435454368591308,0.4261588752269745,0.1142767369747161,0.1489130407571792,-0.2704326808452606,"30"
"53955",1530,2048,2198,2826,2802,3009,3249,3267,3474,4116,3924,0.2910816371440887,0.4636227488517761,0.1149939075112342,0.0723781362175941,-0.1956084221601486,"50"
"123665",1445,1407,1684,1485,1880,3791,4938,4984,5146,3338,2198,0.2928430140018463,0.192398265004158,-0.1977889984846115,0.5408872961997986,-0.494901031255722,"40"
"33209",1513,1551,1800,1710,2134,4149,4839,4640,5007,3461,2415,0.291497141122818,0.2417326271533966,-0.1455375850200653,0.4614173173904419,-0.4409937858581543,"40"
"135823",1370,1387,1574,1477,2291,5095,5951,5896,6300,3088,1976,0.3183920681476593,0.1235205456614494,-0.3125556409358978,0.5993489623069763,-0.5785809755325317,"40"
"54123",1163,1216,1394,1280,1677,3399,4461,4452,4579,2771,1973,0.2561330795288086,0.1731411218643188,-0.2327287793159485,0.5533844828605652,-0.5230926871299744,"40"
"144989",1715,1912,2292,2316,3087,3569,3834,3956,4108,4607,3829,0.3101061582565307,0.3813203275203705,0.0760247558355331,0.2614795863628387,-0.2663252353668213,"40"
"274927",1525,1930,2292,2834,3190,3474,3771,4022,4155,4771,3602,0.3220689296722412,0.412281721830368,0.0851813927292823,0.1732788830995559,-0.2739942967891693,"40"
"243392",2093,1874,1855,2042,2393,2619,2619,2214,2711,3080,2907,0.2190273106098175,0.4948651492595672,0.1635814160108566,0.0404135324060916,-0.0882280692458152,"50"
"27794",1493,1378,1750,1374,2087,2511,2803,2219,2949,2673,1907,0.1880114674568176,0.4135098457336426,0.0928045809268951,0.2351795136928558,-0.1181657835841178,"30"
"8552",1481,1790,2136,2106,2957,3813,4299,4500,4899,5239,3616,0.3273730874061584,0.3343463242053985,0.0758804827928543,0.3623978197574615,-0.3562386929988861,"40"
"295747",1417,1455,1918,1642,2658,4396,4648,5371,5099,4182,2843,0.3245712518692016,0.2168389856815338,-0.1244635209441185,0.5317267775535583,-0.4737275242805481,"40"
"322755",1541,1916,2296,2768,2735,3379,3885,4084,4218,4288,3233,0.3159831762313843,0.3946231007575989,0.0243669375777244,0.1920607089996338,-0.2802507877349853,"40"
"338268",1661,1423,1861,1597,2263,4030,4487,4660,4859,3063,2101,0.2825386226177215,0.2225524634122848,-0.2067849338054657,0.4895317256450653,-0.4292286336421966,"40"
"340867",1531,1428,1652,1516,2037,3709,4679,4852,4812,3115,2299,0.2866328358650207,0.1939158886671066,-0.218024343252182,0.5238693356513977,-0.492004930973053,"40"
"207992",1955,1879,2110,2290,2333,2753,2869,2810,3036,2941,2466,0.2434419095516204,0.4466674327850342,0.0227786470204591,0.1019607856869697,-0.1422764211893081,"50"
"331041",1701,1951,2334,2858,3227,3458,3716,3778,4074,5134,4100,0.3210342824459076,0.4401996433734894,0.1521544009447097,0.1386377364397049,-0.2362565398216247,"40"
"175205",2346,1727,1938,2112,2556,3185,3365,2980,3632,3844,3124,0.253669798374176,0.4282115399837494,0.1266119629144668,0.1704634726047516,-0.2118747532367706,"50"
"228579",2071,2028,2296,2440,2497,2845,2820,3474,3014,3276,2795,0.279197096824646,0.403679221868515,-0.0293333325535058,0.174839362502098,-0.2041594386100769,"50"
"35924",1684,2122,2898,2412,3714,5444,5622,4984,5648,3550,2820,0.3432144224643707,0.3107117414474487,-0.1680337488651275,0.3477555513381958,-0.2646536529064178,"50"
"185693",1755,2090,2576,3272,3618,3841,4144,4276,4600,5659,4354,0.3577050566673279,0.4386910498142242,0.1392048299312591,0.133015364408493,-0.2481027394533157,"40"
"326616",1851,1972,2148,2426,2612,2731,2813,2937,2957,3385,3068,0.259727418422699,0.454192966222763,0.0708636492490768,0.0952824875712394,-0.1551622450351715,"50"
"240556",1679,1372,1614,1550,2114,3485,4043,3884,4337,3387,2465,0.2560959160327911,0.2740397453308105,-0.0683537349104881,0.4295178651809692,-0.4128774106502533,"10"
"232878",1579,1917,2294,2792,3057,3871,4269,4272,4681,4918,3524,0.3311371505260467,0.3931593894958496,0.0702937990427017,0.2095130234956741,-0.3012488484382629,"40"
"167466",1796,2094,2294,2504,2669,3021,3217,2934,3358,3605,3234,0.2685559689998626,0.4687067568302154,0.1026150807738304,0.0790731906890869,-0.1224177479743957,"50"
"54100",1163,1202,1379,1307,1529,3300,4373,4356,4500,2599,1783,0.2501202225685119,0.1743359118700027,-0.2526240050792694,0.5384072065353394,-0.5190932750701904,"40"
"92298",1335,1193,1436,1298,1671,3755,5023,5028,5256,2827,1869,0.2763997614383697,0.1414196044206619,-0.2802037000656128,0.589630126953125,-0.5556930899620056,"40"
"148562",1389,1361,1620,1529,2073,3475,3883,3996,4285,2815,1894,0.2507951259613037,0.2446937412023544,-0.1733959764242172,0.446515828371048,-0.4230769276618957,"40"
"77599",1465,1403,1734,1540,2015,4380,5739,5756,6025,3443,2181,0.3217858076095581,0.1573236733675003,-0.2514403760433197,0.577850878238678,-0.5369826555252075,"40"
"293961",2078,2022,2238,2378,2810,3643,4065,3902,4235,4186,3274,0.3042597770690918,0.3801600933074951,0.0351137481629848,0.2426751554012298,-0.2710097730159759,"50"
"83111",1439,1511,1754,1753,2307,3623,4020,4220,4380,4188,2959,0.286691814661026,0.2927424907684326,-0.0038058990612626,0.413025289773941,-0.4127887487411499,"40"
"126796",1953,1522,1827,1900,2732,3749,3893,3938,4010,3856,3329,0.2778859436511993,0.320531278848648,-0.0105209136381745,0.3490921556949615,-0.3661752045154571,"10"
"256149",1690,2236,2506,2676,2904,3266,3463,3474,3626,3760,3216,0.2973040342330932,0.4363478124141693,0.0395355261862278,0.1297560930252075,-0.1618729084730148,"50"
"264767",1672,2026,2404,2692,2915,2985,3099,3066,3209,4266,3873,0.285735934972763,0.4821683764457702,0.1636661142110824,0.0649531111121177,-0.1210237666964531,"10"
"65678",1666,2076,2478,3096,3471,3717,4020,4108,4321,5192,3947,0.3408279120922088,0.4325628876686096,0.1165591403841972,0.1404775083065033,-0.2474946826696396,"40"
"132275",2532,2986,3230,3390,3367,3385,3313,3260,3221,4849,5419,0.3473539352416992,0.5299811363220215,0.1959551125764846,-0.0195488724857568,-0.0046224961988627,"50"
"247101",1732,1974,2422,2896,3332,3664,3955,4054,4289,5274,4204,0.3346613049507141,0.4249731302261352,0.1307890266180038,0.1666187047958374,-0.2520074248313904,"40"
"12604",2282,2656,3150,3282,3830,4295,4394,4676,4579,4622,4162,0.3786686658859253,0.4085941910743713,-0.0058077005669474,0.1751696467399597,-0.1949910521507263,"50"
"10910",1389,1418,1878,1441,2354,5048,5878,5720,5970,3686,2339,0.3244952857494354,0.1679697632789611,-0.216244950890541,0.5975422263145447,-0.5056594014167786,"40"
"148302",1558,1592,1926,2020,2755,3957,4603,4908,4957,4307,3229,0.3206669390201568,0.2742282152175903,-0.0652197524905204,0.4168591201305389,-0.4363476634025574,"40"
"325306",1558,1306,1432,1318,1905,2788,3219,2742,3297,2969,2164,0.2037713676691055,0.3380346894264221,0.0397478565573692,0.350738912820816,-0.3138476312160492,"10"
"339646",1636,1906,2232,2582,3072,3882,4225,4356,4561,4997,3557,0.3307244181632995,0.3737618923187256,0.0685341581702232,0.2556932866573334,-0.3224043846130371,"30"
"265694",1294,1266,1463,1292,1695,3548,4317,4480,4606,2645,1727,0.2569587528705597,0.1719853430986404,-0.2575438618659973,0.5523215532302856,-0.5076560378074646,"10"
"103809",1396,1488,1708,1578,2168,3857,4333,4368,4630,3778,2541,0.281696617603302,0.2555322349071502,-0.0724281892180442,0.4692229926586151,-0.4377880096435547,"40"
"136522",1545,1548,1786,1749,2260,3670,4088,4164,4308,3830,2716,0.2809393405914306,0.288837194442749,-0.041781336069107,0.4084221124649048,-0.3996638655662536,"40"
"272459",1642,1798,2180,2388,2681,3469,3912,4072,4081,4444,3298,0.3075329959392547,0.3706441521644592,0.0436824783682823,0.2606811225414276,-0.3026231527328491,"30"
"311536",1731,1486,1688,1650,2069,3351,3782,3188,4043,3399,2489,0.237606018781662,0.3484802842140198,0.0320327915251255,0.3178999722003937,-0.3076291978359222,"30"
"46432",1345,1423,1727,1514,1974,4077,5234,5344,5590,3295,2133,0.3057716190814972,0.1736377328634262,-0.2371802330017089,0.5584718585014343,-0.5115259289741516,"40"
"269803",1475,1880,2200,2656,2501,3716,4364,3952,4846,4024,2931,0.3035991191864013,0.3899061679840088,0.009027081541717,0.1961259096860885,-0.2847854495048523,"40"
"204017",1320,1216,1468,1283,2000,3935,4628,5084,5050,2959,2040,0.2811163663864136,0.1441159546375274,-0.2642048895359039,0.5969844460487366,-0.5518925786018372,"10"
"294950",3147,4452,4836,4936,5200,4971,4900,4688,4817,5012,5453,0.4755590260028839,0.5156891345977783,0.0334020629525184,-0.0257689114660024,0.01553968898952,"50"
"126064",1410,1210,1388,1223,1669,4446,6288,6324,6375,3025,1971,0.3219576179981231,0.0687398985028266,-0.3528719544410705,0.6758977174758911,-0.6400414705276489,"40"
"236867",1285,1332,1544,1408,1741,3668,4820,4776,5020,2875,1949,0.2748358249664306,0.1754277944564819,-0.2484642565250396,0.54463130235672,-0.5113924145698547,"40"
"103238",1684,1885,2188,2372,3109,3644,3939,3798,4164,4797,3710,0.3055116832256317,0.3979956209659576,0.1162303686141967,0.2311183214187622,-0.2689609229564667,"30"
"55597",1702,1742,2082,2350,2803,3880,4316,4059,4566,4640,3269,0.3062059581279754,0.3697746694087982,0.0667892843484878,0.2666562497615814,-0.3219345510005951,"40"
"92995",1570,1842,2174,2324,2904,3604,3859,4012,4243,4765,3625,0.3102599084377289,0.3768570125102997,0.0857924148440361,0.2664141356945038,-0.2971225380897522,"30"
"199053",1836,2236,2732,3314,3754,3955,4292,4364,4698,5594,4254,0.3655106723308563,0.4372572004795074,0.1235187798738479,0.1367543637752533,-0.2299887239933014,"40"
"249265",1721,1968,2344,2994,3403,3623,3848,3956,4229,5326,4033,0.3317846059799194,0.4370993971824646,0.1475975066423416,0.1384172588586807,-0.2558730244636535,"40"
"279913",1807,2038,2376,2832,3056,3103,3216,3188,3253,4240,3833,0.2915933132171631,0.4783411920070648,0.1416262835264206,0.0591362118721008,-0.1459381729364395,"40"
"308660",1350,1486,1720,1523,2183,3696,4174,4268,4602,2993,2047,0.2666632235050201,0.2348196059465408,-0.1755956411361694,0.4740113914012909,-0.4255177080631256,"40"
"272014",2388,2302,2644,2858,3068,3301,3439,3437,3532,3965,3444,0.305273026227951,0.4587152600288391,0.071332074701786,0.0919777601957321,-0.1304061859846115,"50"
"118425",1374,1416,1662,1582,2309,4407,5139,5176,5460,3497,2214,0.3027758598327636,0.1914300322532653,-0.193589299917221,0.5318141579627991,-0.5138929486274719,"40"
"244645",1579,1798,2090,2382,2542,3751,4491,4264,4797,4245,3036,0.3096729815006256,0.3483989536762237,-0.0022329299245029,0.2831778526306152,-0.3421466648578644,"40"
